NUMBER, DRIVER_NUMBER, LAP_NUMBER,LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,PIT_TIME,GROUP,TEAM,POWER,LOCATION,EVENT
36,1,2,102,0,,24.602,0,28.051,0,21.978,0,111.9,03:17.1,18:17.1,00:24.6,00:28.1,00:22.0,ALOTTE,,,TAG ,,Location 6,Free Practice 2
36,1,3,101,0,,24.169,0,27.522,0,19.693,0,117.0,04:28.5,19:28.5,00:24.2,00:27.5,00:19.7,ALOTTE,,,TAG ,,Location 6,Free Practice 2
36,1,4,83,0,,34.387,0,37.905,0,23.541,0,87.2,06:04.3,21:04.3,00:34.4,00:37.9,00:23.5,ALOTTE,,,TAG ,,Location 6,Free Practice 2
36,1,5,73,0,,24.034,0,27.316,0,19.661,0,117.6,07:15.3,22:15.3,00:24.0,00:27.3,00:19.7,ALOTTE,,,TAG ,,Location 6,Free Practice 2
36,1,6,92,0,,24.159,0,27.55,0,19.788,0,116.8,08:26.8,23:26.8,00:24.2,00:27.5,00:19.8,ALOTTE,,,TAG ,,Location 6,Free Practice 2
36,1,7,107,0,,33.542,0,44.98,0,26.932,0,79.2,10:12.3,25:12.3,00:33.5,00:45.0,00:26.9,ALOTTE,,,TAG ,,Location 6,Free Practice 2
36,1,8,125,0,,24.089,0,27.475,0,19.692,0,117.2,11:23.5,26:23.5,00:24.1,00:27.5,00:19.7,ALOTTE,,,TAG ,,Location 6,Free Practice 2
36,1,9,93,0,,24.05,0,27.593,0,19.843,0,116.8,12:35.0,27:35.0,00:24.0,00:27.6,00:19.8,ALOTTE,,,TAG ,,Location 6,Free Practice 2
36,1,10,69,0,,24.68,0,28.134,0,19.922,0,114.8,13:47.7,28:47.7,00:24.7,00:28.1,00:19.9,ALOTTE,,,TAG ,,Location 6,Free Practice 2
36,1,11,70,0,,24.815,0,28.55,0,20.051,0,113.8,15:01.2,30:01.2,00:24.8,00:28.6,00:20.1,ALOTTE,,,TAG ,,Location 6,Free Practice 2
36,1,12,82,0,,24.743,0,28.309,0,20.073,0,114.2,16:14.3,31:14.3,00:24.7,00:28.3,00:20.1,ALOTTE,,,TAG ,,Location 6,Free Practice 2
36,1,13,94,0,,33.008,0,43.551,0,24.812,0,82.4,17:55.7,32:55.7,00:33.0,00:43.6,00:24.8,ALOTTE,,,TAG ,235.0,Location 6,Free Practice 2
36,1,14,73,0,,23.795,0,27.333,0,19.344,2,118.5,19:06.1,34:06.1,00:23.8,00:27.3,00:19.3,ALOTTE,,,TAG ,250.0,Location 6,Free Practice 2
36,1,15,89,0,B,24.881,0,29.495,0,01:53.6,0,49.7,21:54.1,36:54.1,00:24.9,00:29.5,01:53.6,ALOTTE,,,TAG ,235.0,Location 6,Free Practice 2
36,1,16,79,0,,32.611,0,29.589,0,20.408,0,101.1,23:16.7,38:16.7,00:32.6,00:29.6,00:20.4,ALOTTE,01:36.3,,TAG ,250.0,Location 6,Free Practice 2
36,1,17,95,2,,23.353,2,27.076,2,19.345,0,119.7,24:26.4,39:26.4,00:23.4,00:27.1,00:19.3,ALOTTE,,,TAG ,250.0,Location 6,Free Practice 2
36,1,18,68,0,B,28.891,0,30.028,0,02:24.5,0,41.1,27:49.9,42:49.9,00:28.9,00:30.0,02:24.5,ALOTTE,,,TAG ,,Location 6,Free Practice 2
36,1,19,108,0,,48.812,0,44.958,0,39.137,0,62.8,30:02.8,45:02.8,00:48.8,00:45.0,00:39.1,ALOTTE,02:10.4,,TAG ,,Location 6,Free Practice 2
37,1,1,72,0,,52.544,0,33.025,0,23.394,0,76.6,01:49.0,16:49.0,00:52.5,00:33.0,00:23.4,N,00:20.5,,EA,,Location 6,Free Practice 2
37,1,2,103,0,,27.274,0,30.812,0,20.934,0,105.7,03:08.0,18:08.0,00:27.3,00:30.8,00:20.9,N,,,EA,,Location 6,Free Practice 2
37,1,3,99,0,,24.14,0,27.368,0,19.576,0,117.5,04:19.1,19:19.1,00:24.1,00:27.4,00:19.6,N,,,EA,,Location 6,Free Practice 2
37,1,4,90,0,,34.695,0,50.09,0,24.524,0,76.4,06:08.4,21:08.4,00:34.7,00:50.1,00:24.5,N,,,EA,,Location 6,Free Practice 2
37,1,5,72,0,,23.973,0,27.454,0,19.612,0,117.6,07:19.4,22:19.4,00:24.0,00:27.5,00:19.6,N,,,EA,,Location 6,Free Practice 2
37,1,6,70,0,,36.17,0,56.593,0,29.276,0,68.4,09:21.5,24:21.5,00:36.2,00:56.6,00:29.3,N,,,EA,,Location 6,Free Practice 2
37,1,7,108,0,B,24.029,0,31.63,0,01:46.4,0,51.5,12:03.5,27:03.5,00:24.0,00:31.6,01:46.4,N,,,EA,,Location 6,Free Practice 2
37,1,8,110,0,,46.864,0,34.891,0,21.268,0,81.1,13:46.6,28:46.6,00:46.9,00:34.9,00:21.3,N,01:31.1,,EA,235.0,Location 6,Free Practice 2
37,1,9,76,0,,29.466,0,27.143,0,20.102,0,108.9,15:03.3,30:03.3,00:29.5,00:27.1,00:20.1,N,,,EA,235.0,Location 6,Free Practice 2
37,1,10,105,0,,25.902,0,28.636,0,20.256,0,111.7,16:18.1,31:18.1,00:25.9,00:28.6,00:20.3,N,,,EA,,Location 6,Free Practice 2
37,1,11,115,0,,24.873,0,28.13,0,20.184,0,114.1,17:31.3,32:31.3,00:24.9,00:28.1,00:20.2,N,,,EA,,Location 6,Free Practice 2
37,1,12,113,0,,24.828,0,28.46,0,20.113,0,113.8,18:44.7,33:44.7,00:24.8,00:28.5,00:20.1,N,,,EA,,Location 6,Free Practice 2
37,1,13,69,0,B,24.716,0,28.039,0,07:40.2,0,16.3,27:17.6,42:17.6,00:24.7,00:28.0,07:40.2,N,,,EA,,Location 6,Free Practice 2
37,1,14,116,0,,32.845,0,31.047,0,24.039,0,95.0,28:45.6,43:45.6,00:32.8,00:31.0,00:24.0,N,07:25.7,,EA,250.0,Location 6,Free Practice 2
37,1,15,92,2,,23.534,2,27.035,2,19.432,2,119.3,29:55.6,44:55.6,00:23.5,00:27.0,00:19.4,N,,,EA,250.0,Location 6,Free Practice 2
37,1,16,98,0,,24.589,0,28.079,0,20.081,0,114.8,31:08.3,46:08.3,00:24.6,00:28.1,00:20.1,N,,,EA,250.0,Location 6,Free Practice 2
4,1,1,97,0,,57.718,0,32.392,0,23.111,0,73.8,01:53.2,16:53.2,00:57.7,00:32.4,00:23.1,RFRI,00:24.3,,EF,,Location 6,Free Practice 2
4,1,2,72,0,,27.265,0,35.882,0,27.32,0,92.3,03:23.7,18:23.7,00:27.3,00:35.9,00:27.3,RFRI,,,EF,250.0,Location 6,Free Practice 2
4,1,3,93,0,,23.666,0,27.139,2,19.413,0,118.9,04:33.9,19:33.9,00:23.7,00:27.1,00:19.4,RFRI,,,EF,250.0,Location 6,Free Practice 2
4,1,4,91,0,,26.577,0,33.139,0,22.678,0,101.4,05:56.3,20:56.3,00:26.6,00:33.1,00:22.7,RFRI,,,EF,,Location 6,Free Practice 2
4,1,5,69,0,,23.893,0,27.484,0,19.714,0,117.5,07:07.4,22:07.4,00:23.9,00:27.5,00:19.7,RFRI,,,EF,,Location 6,Free Practice 2
4,1,6,96,0,,25.171,0,28.666,0,20.208,0,112.8,08:21.4,23:21.4,00:25.2,00:28.7,00:20.2,RFRI,,,EF,,Location 6,Free Practice 2
4,1,7,94,0,,24.577,0,28.176,0,19.995,0,114.8,09:34.2,24:34.2,00:24.6,00:28.2,00:20.0,RFRI,,,EF,,Location 6,Free Practice 2
4,1,8,164,0,,24.77,0,28.24,0,19.919,0,114.5,10:47.1,25:47.1,00:24.8,00:28.2,00:19.9,RFRI,,,EF,,Location 6,Free Practice 2
4,1,9,164,0,,25.035,0,28.392,0,20.197,0,113.4,12:00.7,27:00.7,00:25.0,00:28.4,00:20.2,RFRI,,,EF,,Location 6,Free Practice 2
4,1,10,100,0,,24.894,0,28.545,0,20.249,0,113.3,13:14.4,28:14.4,00:24.9,00:28.5,00:20.2,RFRI,,,EF,,Location 6,Free Practice 2
4,1,11,89,0,,24.978,0,28.489,0,20.199,0,113.4,14:28.1,29:28.1,00:25.0,00:28.5,00:20.2,RFRI,,,EF,,Location 6,Free Practice 2
4,1,12,71,0,,24.84,0,28.555,0,20.128,0,113.6,15:41.6,30:41.6,00:24.8,00:28.6,00:20.1,RFRI,,,EF,,Location 6,Free Practice 2
4,1,13,103,0,B,25.009,0,28.485,0,08:38.8,0,14.6,25:13.9,40:13.9,00:25.0,00:28.5,08:38.8,RFRI,,,EF,,Location 6,Free Practice 2
4,1,14,83,0,,34.118,0,30.828,0,21.81,0,96.3,26:40.7,41:40.7,00:34.1,00:30.8,00:21.8,RFRI,08:24.3,,EF,,Location 6,Free Practice 2
4,1,15,178,0,,27.586,0,33.897,0,21.446,0,100.7,28:03.6,43:03.6,00:27.6,00:33.9,00:21.4,RFRI,,,EF,250.0,Location 6,Free Practice 2
4,1,16,96,2,,23.536,2,27.257,0,19.094,2,119.5,29:13.5,44:13.5,00:23.5,00:27.3,00:19.1,RFRI,,,EF,250.0,Location 6,Free Practice 2
4,1,17,90,0,,30.966,0,35.807,0,23.603,0,92.4,30:43.9,45:43.9,00:31.0,00:35.8,00:23.6,RFRI,,,EF,,Location 6,Free Practice 2
48,1,1,76,0,,01:14.0,0,34.414,0,24.028,0,63.1,02:12.4,17:12.4,01:14.0,00:34.4,00:24.0,EMORT,00:41.1,,ROKo,,Location 6,Free Practice 2
48,1,2,129,0,,27.799,0,31.723,0,21.23,0,103.4,03:33.2,18:33.2,00:27.8,00:31.7,00:21.2,EMORT,,,ROKo,235.0,Location 6,Free Practice 2
48,1,3,156,0,,23.915,0,27.17,0,19.043,2,119.1,04:43.3,19:43.3,00:23.9,00:27.2,00:19.0,EMORT,,,ROKo,250.0,Location 6,Free Practice 2
48,1,4,110,0,,29.386,0,33.863,0,24.508,0,95.2,06:11.0,21:11.0,00:29.4,00:33.9,00:24.5,EMORT,,,ROKo,,Location 6,Free Practice 2
48,1,5,88,0,,24.129,0,27.453,0,19.568,0,117.4,07:22.2,22:22.2,00:24.1,00:27.5,00:19.6,EMORT,,,ROKo,,Location 6,Free Practice 2
48,1,6,83,0,,24.663,0,28.315,0,20.092,0,114.3,08:35.3,23:35.3,00:24.7,00:28.3,00:20.1,EMORT,,,ROKo,,Location 6,Free Practice 2
48,1,7,91,0,,24.681,0,28.353,0,19.986,0,114.4,09:48.3,24:48.3,00:24.7,00:28.4,00:20.0,EMORT,,,ROKo,,Location 6,Free Practice 2
48,1,8,146,0,,30.346,0,33.066,0,21.951,0,97.8,11:13.6,26:13.6,00:30.3,00:33.1,00:22.0,EMORT,,,ROKo,,Location 6,Free Practice 2
48,1,9,118,0,,24.33,0,27.641,0,19.657,0,116.6,12:25.3,27:25.3,00:24.3,00:27.6,00:19.7,EMORT,,,ROKo,,Location 6,Free Practice 2
48,1,10,106,0,,30.395,0,35.567,0,25.384,0,91.4,13:56.6,28:56.6,00:30.4,00:35.6,00:25.4,EMORT,,,ROKo,,Location 6,Free Practice 2
48,1,11,99,0,,24.21,0,27.558,0,19.642,0,117.0,15:08.0,30:08.0,00:24.2,00:27.6,00:19.6,EMORT,,,ROKo,,Location 6,Free Practice 2
48,1,12,135,0,,29.053,0,34.264,0,22.524,0,97.3,16:33.9,31:33.9,00:29.1,00:34.3,00:22.5,EMORT,,,ROKo,,Location 6,Free Practice 2
48,1,13,102,0,,24.048,0,27.563,0,19.621,0,117.3,17:45.1,32:45.1,00:24.0,00:27.6,00:19.6,EMORT,,,ROKo,,Location 6,Free Practice 2
48,1,14,109,0,B,26.81,0,31.549,0,03:13.3,0,33.2,21:56.8,36:56.8,00:26.8,00:31.5,03:13.3,EMORT,,,ROKo,,Location 6,Free Practice 2
48,1,15,92,0,,34.973,0,33.175,0,21.943,0,92.7,23:26.8,38:26.8,00:35.0,00:33.2,00:21.9,EMORT,02:56.1,,ROKo,,Location 6,Free Practice 2
48,1,16,88,0,,25.932,0,30.202,0,20.972,0,108.3,24:44.0,39:44.0,00:25.9,00:30.2,00:21.0,EMORT,,,ROKo,250.0,Location 6,Free Practice 2
48,1,17,85,2,,23.253,3,27.047,2,19.184,0,120.2,25:53.4,40:53.4,00:23.3,00:27.0,00:19.2,EMORT,,,ROKo,250.0,Location 6,Free Practice 2
48,1,18,199,0,B,28.171,0,31.217,0,02:36.1,0,38.8,29:28.9,44:28.9,00:28.2,00:31.2,02:36.1,EMORT,,,ROKo,,Location 6,Free Practice 2
48,1,19,103,0,,35.255,0,29.974,0,20.647,0,97.3,30:54.8,45:54.8,00:35.3,00:30.0,00:20.6,EMORT,02:17.1,,ROKo,,Location 6,Free Practice 2
5,1,1,134,0,,51.523,0,33.314,0,23.817,0,76.9,01:48.7,16:48.7,00:51.5,00:33.3,00:23.8,SVANDOO,00:19.0,,Ml,,Location 6,Free Practice 2
5,1,2,113,0,,27.471,0,35.641,0,27.935,0,91.7,03:19.7,18:19.7,00:27.5,00:35.6,00:27.9,SVANDOO,,,Ml,235.0,Location 6,Free Practice 2
5,1,3,91,0,,23.643,0,27.1,2,19.381,0,119.1,04:29.8,19:29.8,00:23.6,00:27.1,00:19.4,SVANDOO,,,Ml,250.0,Location 6,Free Practice 2
5,1,4,98,0,,30.33,0,36.96,0,20.673,0,94.9,05:57.8,20:57.8,00:30.3,00:37.0,00:20.7,SVANDOO,,,Ml,,Location 6,Free Practice 2
5,1,5,86,0,,24.394,0,27.907,0,19.821,0,115.8,07:09.9,22:09.9,00:24.4,00:27.9,00:19.8,SVANDOO,,,Ml,,Location 6,Free Practice 2
5,1,6,85,0,,24.48,0,28.357,0,19.912,0,114.8,08:22.7,23:22.7,00:24.5,00:28.4,00:19.9,SVANDOO,,,Ml,,Location 6,Free Practice 2
5,1,7,91,0,,24.418,0,28.062,0,19.946,0,115.3,09:35.1,24:35.1,00:24.4,00:28.1,00:19.9,SVANDOO,,,Ml,,Location 6,Free Practice 2
5,1,8,118,0,,30.87,0,38.475,0,22.205,0,91.2,11:06.6,26:06.6,00:30.9,00:38.5,00:22.2,SVANDOO,,,Ml,,Location 6,Free Practice 2
5,1,9,88,0,,24.143,0,27.564,0,19.929,0,116.6,12:18.3,27:18.3,00:24.1,00:27.6,00:19.9,SVANDOO,,,Ml,,Location 6,Free Practice 2
5,1,10,69,0,,36.52,0,42.26,0,23.743,0,81.5,14:00.8,29:00.8,00:36.5,00:42.3,00:23.7,SVANDOO,,,Ml,,Location 6,Free Practice 2
5,1,11,73,0,,24.126,0,27.454,0,19.796,0,117.0,15:12.2,30:12.2,00:24.1,00:27.5,00:19.8,SVANDOO,,,Ml,,Location 6,Free Practice 2
5,1,12,87,0,B,29.007,0,34.079,0,05:13.0,0,22.2,21:28.2,36:28.2,00:29.0,00:34.1,05:13.0,SVANDOO,,,Ml,,Location 6,Free Practice 2
5,1,13,97,0,,39.128,0,33.614,0,24.08,0,86.3,23:05.0,38:05.0,00:39.1,00:33.6,00:24.1,SVANDOO,04:54.8,,Ml,,Location 6,Free Practice 2
5,1,14,129,0,,27.357,0,34.101,0,23.63,0,98.2,24:30.1,39:30.1,00:27.4,00:34.1,00:23.6,SVANDOO,,,Ml,250.0,Location 6,Free Practice 2
5,1,15,70,2,,23.367,2,27.164,0,19.105,2,119.9,25:39.8,40:39.8,00:23.4,00:27.2,00:19.1,SVANDOO,,,Ml,250.0,Location 6,Free Practice 2
5,1,16,89,0,B,28.434,0,36.045,0,01:12.6,0,60.9,27:56.9,42:56.9,00:28.4,00:36.0,01:12.6,SVANDOO,,,Ml,,Location 6,Free Practice 2
5,1,17,118,0,,38.341,0,34.105,0,23.314,0,87.2,29:32.6,44:32.6,00:38.3,00:34.1,00:23.3,SVANDOO,00:55.1,,Ml,,Location 6,Free Practice 2
5,1,18,104,0,,24.398,0,27.631,0,19.825,0,116.2,30:44.5,45:44.5,00:24.4,00:27.6,00:19.8,SVANDOO,,,Ml,,Location 6,Free Practice 2
6,1,1,84,0,,01:18.1,0,33.565,0,24.197,0,61.5,02:15.8,17:15.8,01:18.1,00:33.6,00:24.2,J,00:44.0,,DRAGONR,,Location 6,Free Practice 2
6,1,2,136,0,,27.314,0,33.887,0,27.817,0,93.8,03:44.9,18:44.9,00:27.3,00:33.9,00:27.8,J,,,DRAGONR,,Location 6,Free Practice 2
6,1,3,71,0,,24.229,0,29.82,0,19.885,0,113.0,04:58.8,19:58.8,00:24.2,00:29.8,00:19.9,J,,,DRAGONR,,Location 6,Free Practice 2
6,1,4,128,0,,26.21,0,29.4,0,20.599,0,109.6,06:15.0,21:15.0,00:26.2,00:29.4,00:20.6,J,,,DRAGONR,,Location 6,Free Practice 2
6,1,5,79,0,,25.614,0,28.865,0,20.313,0,111.7,07:29.8,22:29.8,00:25.6,00:28.9,00:20.3,J,,,DRAGONR,,Location 6,Free Practice 2
6,1,6,92,0,,24.763,0,28.848,0,20.336,0,112.9,08:43.7,23:43.7,00:24.8,00:28.8,00:20.3,J,,,DRAGONR,,Location 6,Free Practice 2
6,1,7,72,0,,27.355,0,32.062,0,20.543,0,104.5,10:03.7,25:03.7,00:27.4,00:32.1,00:20.5,J,,,DRAGONR,,Location 6,Free Practice 2
6,1,8,104,2,,24.231,0,28.012,2,19.872,0,115.8,11:15.8,26:15.8,00:24.2,00:28.0,00:19.9,J,,,DRAGONR,,Location 6,Free Practice 2
6,1,9,90,0,B,26,0,31.124,0,03:32.6,0,31.0,15:45.6,30:45.6,00:26.0,00:31.1,03:32.6,J,,,DRAGONR,,Location 6,Free Practice 2
6,1,10,109,0,,37.155,0,32.136,0,20.642,0,92.9,17:15.5,32:15.5,00:37.2,00:32.1,00:20.6,J,03:17.5,,DRAGONR,235.0,Location 6,Free Practice 2
6,1,11,110,0,,23.801,2,29.83,0,21.138,0,111.7,18:30.3,33:30.3,00:23.8,00:29.8,00:21.1,J,,,DRAGONR,250.0,Location 6,Free Practice 2
6,1,12,98,0,B,27.239,0,32.152,0,03:21.3,0,32.0,22:51.0,37:51.0,00:27.2,00:32.2,03:21.3,J,,,DRAGONR,,Location 6,Free Practice 2
6,1,13,96,0,,36.283,0,31.658,0,22.14,0,92.7,24:21.1,39:21.1,00:36.3,00:31.7,00:22.1,J,03:05.0,,DRAGONR,,Location 6,Free Practice 2
6,1,14,90,0,,26.239,0,30.385,0,20.252,0,108.6,25:38.0,40:38.0,00:26.2,00:30.4,00:20.3,J,,,DRAGONR,250.0,Location 6,Free Practice 2
6,1,15,94,0,,24.312,0,28.15,0,19.653,2,115.8,26:50.1,41:50.1,00:24.3,00:28.1,00:19.7,J,,,DRAGONR,250.0,Location 6,Free Practice 2
6,1,16,102,0,,30.908,0,32.411,0,20.758,0,99.3,28:14.2,43:14.2,00:30.9,00:32.4,00:20.8,J,,,DRAGONR,250.0,Location 6,Free Practice 2
6,1,17,178,0,,24.454,0,28.223,0,20.078,0,114.8,29:26.9,44:26.9,00:24.5,00:28.2,00:20.1,J,,,DRAGONR,,Location 6,Free Practice 2
6,1,18,74,0,,24.589,0,28.782,0,20.682,0,112.8,30:41.0,45:41.0,00:24.6,00:28.8,00:20.7,J,,,DRAGONR,,Location 6,Free Practice 2
7,1,1,99,0,,01:34.7,0,35.323,0,24.621,0,54.0,02:34.7,17:34.7,01:34.7,00:35.3,00:24.6,SM,01:01.1,,DRAGONo,,Location 6,Free Practice 2
7,1,2,71,0,,24.919,0,38.527,0,24.132,0,95.4,04:02.2,19:02.2,00:24.9,00:38.5,00:24.1,SM,,,DRAGONo,,Location 6,Free Practice 2
7,1,3,75,0,,24.182,0,27.74,0,19.881,0,116.3,05:14.0,20:14.0,00:24.2,00:27.7,00:19.9,SM,,,DRAGONo,,Location 6,Free Practice 2
7,1,4,187,0,,26.412,0,29.38,0,20.552,0,109.4,06:30.4,21:30.4,00:26.4,00:29.4,00:20.6,SM,,,DRAGONo,,Location 6,Free Practice 2
7,1,5,77,0,,24.781,0,28.602,0,20.044,0,113.7,07:43.8,22:43.8,00:24.8,00:28.6,00:20.0,SM,,,DRAGONo,,Location 6,Free Practice 2
7,1,6,97,0,,33.033,0,28.444,0,20.012,0,102.5,09:05.3,24:05.3,00:33.0,00:28.4,00:20.0,SM,,,DRAGONo,,Location 6,Free Practice 2
7,1,7,119,0,,25.014,0,38.044,0,21.483,0,98.8,10:29.8,25:29.8,00:25.0,00:38.0,00:21.5,SM,,,DRAGONo,,Location 6,Free Practice 2
7,1,8,129,0,,24.046,0,31.069,0,20.943,0,109.8,11:45.9,26:45.9,00:24.0,00:31.1,00:20.9,SM,,,DRAGONo,,Location 6,Free Practice 2
7,1,9,87,0,,24.444,0,28.34,0,20.382,0,114.2,12:59.1,27:59.1,00:24.4,00:28.3,00:20.4,SM,,,DRAGONo,,Location 6,Free Practice 2
7,1,10,123,0,B,24.209,0,28.347,0,04:57.0,0,23.9,18:48.6,33:48.6,00:24.2,00:28.3,04:57.0,SM,,,DRAGONo,,Location 6,Free Practice 2
7,1,11,86,0,,33.818,0,31.39,0,21.015,0,96.9,20:14.8,35:14.8,00:33.8,00:31.4,00:21.0,SM,04:42.3,,DRAGONo,235.0,Location 6,Free Practice 2
7,1,12,85,2,,23.567,0,27.351,0,19.624,2,118.4,21:25.4,36:25.4,00:23.6,00:27.4,00:19.6,SM,,,DRAGONo,235.0,Location 6,Free Practice 2
7,1,13,99,0,B,24.97,0,29.583,0,04:53.4,0,24.0,27:13.4,42:13.4,00:25.0,00:29.6,04:53.4,SM,,,DRAGONo,,Location 6,Free Practice 2
7,1,14,89,0,,34.792,0,29.999,0,21.196,0,97.1,28:39.4,43:39.4,00:34.8,00:30.0,00:21.2,SM,04:37.4,,DRAGONo,,Location 6,Free Practice 2
7,1,15,82,0,,25.229,0,29.595,0,19.992,0,111.6,29:54.2,44:54.2,00:25.2,00:29.6,00:20.0,SM,,,DRAGONo,250.0,Location 6,Free Practice 2
7,1,16,86,0,,23.307,2,27.237,2,20.207,0,118.0,31:04.9,46:04.9,00:23.3,00:27.2,00:20.2,SM,,,DRAGONo,250.0,Location 6,Free Practice 2
71,1,1,84,0,,01:42.2,0,35.889,0,25.406,0,51.1,02:43.5,17:43.5,01:42.2,00:35.9,00:25.4,NN,01:09.8,,ROK ,,Location 6,Free Practice 2
71,1,2,88,0,,27.034,0,32.376,0,31.556,0,91.8,04:14.5,19:14.5,00:27.0,00:32.4,00:31.6,NN,,,ROK ,235.0,Location 6,Free Practice 2
71,1,3,102,0,,23.667,0,27.204,0,19.546,0,118.6,05:24.9,20:24.9,00:23.7,00:27.2,00:19.5,NN,,,ROK ,250.0,Location 6,Free Practice 2
71,1,4,142,0,,26.806,0,30.666,0,20.099,0,107.7,06:42.5,21:42.5,00:26.8,00:30.7,00:20.1,NN,,,ROK ,235.0,Location 6,Free Practice 2
71,1,5,70,0,,23.98,0,27.527,0,19.604,0,117.5,07:53.6,22:53.6,00:24.0,00:27.5,00:19.6,NN,,,ROK ,,Location 6,Free Practice 2
71,1,6,94,0,,27.4,0,28.566,0,20.281,0,109.5,09:09.8,24:09.8,00:27.4,00:28.6,00:20.3,NN,,,ROK ,,Location 6,Free Practice 2
71,1,7,140,0,,24.676,0,28.282,0,20.218,0,114.1,10:23.0,25:23.0,00:24.7,00:28.3,00:20.2,NN,,,ROK ,,Location 6,Free Practice 2
71,1,8,120,0,,24.575,0,28.353,0,19.924,0,114.6,11:35.9,26:35.9,00:24.6,00:28.4,00:19.9,NN,,,ROK ,,Location 6,Free Practice 2
71,1,9,89,0,,28.711,0,31.686,0,21.368,0,102.1,12:57.6,27:57.6,00:28.7,00:31.7,00:21.4,NN,,,ROK ,,Location 6,Free Practice 2
71,1,10,71,0,,24.177,0,28.176,0,19.867,0,115.6,14:09.8,29:09.8,00:24.2,00:28.2,00:19.9,NN,,,ROK ,,Location 6,Free Practice 2
71,1,11,87,0,,30.33,0,34.281,0,22.077,0,96.3,15:36.5,30:36.5,00:30.3,00:34.3,00:22.1,NN,,,ROK ,,Location 6,Free Practice 2
71,1,12,69,0,,24.036,0,27.961,0,19.595,0,116.7,16:48.1,31:48.1,00:24.0,00:28.0,00:19.6,NN,,,ROK ,,Location 6,Free Practice 2
71,1,13,110,0,,28.259,0,30.898,0,21.451,0,103.6,18:08.7,33:08.7,00:28.3,00:30.9,00:21.5,NN,,,ROK ,,Location 6,Free Practice 2
71,1,14,71,0,B,24.075,0,27.652,0,04:01.4,0,28.5,23:01.9,38:01.9,00:24.1,00:27.7,04:01.4,NN,,,ROK ,,Location 6,Free Practice 2
71,1,15,76,0,,34.806,0,32.572,0,23.016,0,92.4,24:32.3,39:32.3,00:34.8,00:32.6,00:23.0,NN,03:46.6,,ROK ,,Location 6,Free Practice 2
71,1,16,98,0,,26.309,0,31.653,0,20.503,0,106.4,25:50.7,40:50.7,00:26.3,00:31.7,00:20.5,NN,,,ROK ,250.0,Location 6,Free Practice 2
71,1,17,84,2,,23.565,2,26.951,2,19.06,2,120.0,27:00.3,42:00.3,00:23.6,00:27.0,00:19.1,NN,,,ROK ,250.0,Location 6,Free Practice 2
71,1,18,107,0,B,26.797,0,29.205,0,01:27.0,0,58.4,29:23.3,44:23.3,00:26.8,00:29.2,01:27.0,NN,,,ROK ,250.0,Location 6,Free Practice 2
71,1,19,86,0,,34.903,0,30.597,0,21.312,0,96.2,30:50.1,45:50.1,00:34.9,00:30.6,00:21.3,NN,01:10.6,,ROK ,,Location 6,Free Practice 2
8,1,1,119,0,,01:39.4,0,33.665,0,25.293,0,52.7,02:38.4,17:38.4,01:39.4,00:33.7,00:25.3,OTUR,01:03.7,,NIO ,,Location 6,Free Practice 2
8,1,2,85,0,,24.618,0,27.948,0,19.84,0,115.3,03:50.8,18:50.8,00:24.6,00:27.9,00:19.8,OTUR,,,NIO ,,Location 6,Free Practice 2
8,1,3,97,0,,29.645,0,35.325,0,24.787,0,93.1,05:20.5,20:20.5,00:29.6,00:35.3,00:24.8,OTUR,,,NIO ,,Location 6,Free Practice 2
8,1,4,93,0,,24.134,0,27.63,0,19.765,0,116.8,06:32.0,21:32.0,00:24.1,00:27.6,00:19.8,OTUR,,,NIO ,,Location 6,Free Practice 2
8,1,5,103,0,,24.066,0,28.398,0,22.358,0,111.6,07:46.9,22:46.9,00:24.1,00:28.4,00:22.4,OTUR,,,NIO ,,Location 6,Free Practice 2
8,1,6,98,0,,24.901,0,28.575,0,20.209,0,113.3,09:00.6,24:00.6,00:24.9,00:28.6,00:20.2,OTUR,,,NIO ,,Location 6,Free Practice 2
8,1,7,102,0,,24.66,0,28.409,0,20.246,0,113.9,10:13.9,25:13.9,00:24.7,00:28.4,00:20.2,OTUR,,,NIO ,,Location 6,Free Practice 2
8,1,8,116,0,,24.795,0,28.519,0,20.205,0,113.6,11:27.4,26:27.4,00:24.8,00:28.5,00:20.2,OTUR,,,NIO ,,Location 6,Free Practice 2
8,1,9,91,0,B,24.984,0,33.519,0,02:15.8,0,43.0,14:41.6,29:41.6,00:25.0,00:33.5,02:15.8,OTUR,,,NIO ,,Location 6,Free Practice 2
8,1,10,84,0,,38.183,0,34.431,0,22.706,0,87.6,16:17.0,31:17.0,00:38.2,00:34.4,00:22.7,OTUR,01:58.3,,NIO ,,Location 6,Free Practice 2
8,1,11,70,0,,28.864,0,32.21,0,21.362,0,101.3,17:39.4,32:39.4,00:28.9,00:32.2,00:21.4,OTUR,,,NIO ,235.0,Location 6,Free Practice 2
