Lap_Number,Lap_Time,Lap_Improvement,S1,S1_Improvement,S2,S2_Improvement,S3,S3_Improvement,Kph,Elapsed,Driver_Name,Pit_Time,Team,Power,Location,Event,Air_Temp,Track_Temp,Humidity,Pressure,Wind_Speed,Wind_Direction,Rain
14,93,0,25.722,0,21.304,0,31.927,0,113.8,1483.1,SVANDOO,23.51851852,Ml,250,Location 1,Free Practice 1,17.5,19.5,45,937.014,5.30467,243,-1
15,175,0,22.858,0,18.867,0,30.091,0,125.1,1554.9,SVANDOO,23.51851852,Ml,250,Location 1,Free Practice 1,17.5,19.5,45,936.912,3.1828,317,-1
16,125,0,29.686,0,24.748,0,34.667,0,100.8,1644,SVANDOO,23.51851852,Ml,250,Location 1,Free Practice 1,17.53836429,19.56428571,45,937.0235714,4.723681429,306.4761905,-1
17,84,0,22.608,0,18.531,0,29.747,0,126.7,1714.9,SVANDOO,23.51851852,Ml,250,Location 1,Free Practice 1,17.4444,19.4,45,936.946,5.30467,326,-1
18,115,0,28.536,0,21.918,0,33.702,0,106.7,1799.1,SVANDOO,23.51851852,Ml,235,Location 1,Free Practice 1,17.4444,19.4,45,936.98,2.12187,295,-1
19,96,0,22.337,0,18.369,2,30.043,0,127,1869.8,SVANDOO,23.51851852,Ml,235,Location 1,Free Practice 1,17.4444,19.3,45,937.048,1.06093,310,-1
20,87,0,28.16,0,24.073,0,36.867,0,100.8,1958.9,SVANDOO,23.51851852,Ml,235,Location 1,Free Practice 1,17.3889,19.3,45,937.149,5.30467,328,-1
21,95,0,22.511,0,18.545,0,29.64,0,127.1,2029.6,SVANDOO,23.51851852,Ml,250,Location 1,Free Practice 1,17.3889,19.3,45,937.183,8.48747,282,-1
22,120,0,25.959,0,20.539,0,41.783,0,101.7,2117.9,SVANDOO,23.51851852,Ml,250,Location 1,Free Practice 1,17.3889,19.2,45,937.319,3.1828,326,-1
23,91,0,182.9,0,22.693,0,33.187,0,37.6,2356.6,SVANDOO,23.51851852,Ml,250,Location 1,Free Practice 1,17.2778,19.1,45,937.454,4.24374,312,-1
24,94,0,25.17,0,20.241,0,32.992,0,114.6,2435,SVANDOO,23.51851852,Ml,250,Location 1,Free Practice 1,17.2778,19.1,45,937.454,4.24374,300,-1
25,101,2,22.329,2,18.38,0,29.017,2,128.8,2504.8,SVANDOO,23.51851852,Ml,250,Location 1,Free Practice 1,17.2778,19,45,937.42,1.06093,295,-1
26,131,0,25.902,0,20.937,0,43.113,0,99.9,2594.7,SVANDOO,23.51851852,Ml,250,Location 1,Free Practice 1,17.53836429,19.56428571,45,937.0235714,4.723681429,306.4761905,-1
27,121,0,61.2,0,22.874,0,35.453,0,75.2,2714.2,SVANDOO,23.51851852,Ml,250,Location 1,Free Practice 1,17.53836429,19.56428571,45,937.0235714,4.723681429,306.4761905,-1
1,92,0,62.6,0,23.592,0,42.595,0,69.7,128.8,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.7778,20.1,45,936.709,2.12187,330,-1
2,70,0,53.26,0,27.176,0,37.999,0,75.8,247.3,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.7222,20,45,936.811,5.30467,313,-1
3,75,0,24.962,0,20.022,0,32.098,0,116.5,324.3,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.7222,20,45,936.845,3.1828,298,-1
4,87,0,23.787,0,19.442,0,30.706,0,121.5,398.3,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.7222,20,45,936.845,3.1828,297,-1
5,88,0,23.516,0,19.244,0,30.579,0,122.5,471.6,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.7222,20,45,936.845,6.3656,284,-1
6,88,0,27.098,0,25.573,0,35.483,0,101.9,559.8,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.6667,19.9,45,936.845,3.1828,281,-1
7,117,0,23.745,0,19.653,0,31.967,0,119.2,635.1,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.53836429,19.56428571,45,937.0235714,4.723681429,306.4761905,-1
8,135,0,23.642,0,19.857,0,31.82,0,119.3,710.5,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.6667,19.8,45,936.777,7.42654,300,-1
9,184,0,23.72,0,19.781,0,31.187,0,120.3,785.1,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.6667,19.8,45,936.743,5.30467,307,-1
10,93,0,26.348,0,23.48,0,33.223,0,108.2,868.2,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.6667,19.8,45,936.878,2.12187,296,-1
11,84,0,23.424,0,21.552,0,40.096,0,105.6,953.3,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.6667,19.7,45,936.878,5.30467,321,-1
12,83,0,23.094,0,18.817,0,30.255,0,124.5,1025.4,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.6111,19.6,45,936.878,6.3656,347,-1
13,73,0,27.104,0,23.952,0,34.384,0,105.1,1110.9,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.6111,19.6,45,936.912,4.24374,329,-1
14,111,0,22.735,0,18.759,0,30.149,0,125.4,1182.5,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.5556,19.6,45,936.912,3.1828,319,-1
15,77,0,27.309,0,24.326,0,34.355,0,104.5,1268.5,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.5556,19.6,45,937.014,8.48747,320,-1
16,103,0,22.701,0,18.516,0,30.04,0,126.1,1339.8,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.5556,19.5,45,937.014,3.1828,287,-1
17,83,0,25.729,0,19.599,0,43.108,0,101.6,1428.2,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.5556,19.5,45,937.048,4.24374,350,-1
18,103,0,335.5,0,21.806,0,35.521,0,22.9,1821,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.4444,19.4,45,937.048,4.24374,342,-1
19,149,0,24.543,0,19.513,0,33.336,0,116.1,1898.4,NL,25.24615385,DRAGONÃ,235,Location 1,Free Practice 1,17.4444,19.3,45,937.048,1.06093,310,-1
20,80,2,22.355,0,18.318,0,29.224,2,128.5,1968.3,NL,25.24615385,DRAGONÃ,235,Location 1,Free Practice 1,17.3889,19.3,45,937.149,5.30467,328,-1
21,87,0,26.076,0,21.332,0,32.884,0,111.9,2048.6,NL,25.24615385,DRAGONÃ,235,Location 1,Free Practice 1,17.3889,19.2,45,937.217,4.24374,314,-1
22,104,0,22.599,0,21.686,0,43.321,0,102.5,2136.2,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.3889,19.2,45,937.319,3.1828,326,-1
23,170,0,307.8,0,19.847,0,34.177,0,24.8,2498,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.2778,19,45,937.42,1.06093,295,-1
24,118,0,22.33,2,18.099,2,29.588,0,128.3,2568,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.2778,19,45,937.454,4.24374,263,-1
25,131,0,24.409,0,23.619,0,35.038,0,108.1,2651.1,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.2778,19,45,937.454,4.24374,285,-1
26,71,0,22.582,0,18.383,0,29.804,0,126.9,2721.8,NL,25.24615385,DRAGONÃ,250,Location 1,Free Practice 1,17.53836429,19.56428571,45,937.0235714,4.723681429,306.4761905,-1
1,93,0,74.5,0,24.915,0,40.031,0,64.4,139.4,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.7778,20.1,45,936.709,2.12187,330,-1
2,72,0,51.291,0,23.979,0,33.252,0,82.8,248,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.7222,20,45,936.811,5.30467,313,-1
3,84,0,25.028,0,20.135,0,34.872,0,112.2,328,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.7222,20,45,936.845,3.1828,298,-1
4,73,0,23.732,0,19.281,0,31.091,0,121.2,402.1,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.7222,20,45,936.845,3.1828,297,-1
5,163,0,23.162,0,19.321,0,31.011,0,122.2,475.6,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.7222,20,45,936.845,6.3656,284,-1
6,87,0,24.361,0,22.67,0,33.005,0,112.2,555.6,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.6667,19.9,45,936.845,3.1828,281,-1
7,90,0,24.309,0,20.518,0,32.261,0,116.5,632.7,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.53836429,19.56428571,45,937.0235714,4.723681429,306.4761905,-1
8,73,0,24.39,0,19.958,0,32.713,0,116.6,709.8,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.6667,19.8,45,936.777,7.42654,300,-1
9,77,0,23.863,0,19.755,0,31.357,0,119.8,784.8,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.6667,19.8,45,936.743,5.30467,307,-1
10,87,0,23.753,0,19.896,0,33.653,0,116.2,862.1,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.6667,19.8,45,936.878,2.12187,296,-1
11,104,0,23.452,0,19.203,0,31.153,0,121.7,935.9,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.6667,19.7,45,936.878,5.30467,321,-1
12,99,0,22.893,0,19.123,0,30.561,0,123.8,1008.4,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.6111,19.7,45,936.912,3.1828,344,-1
13,73,0,23.26,0,23.067,0,36.981,0,107.8,1091.7,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.6111,19.6,45,936.912,4.24374,329,-1
14,103,0,22.837,0,18.959,0,30.213,0,124.7,1163.8,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.5556,19.6,45,936.912,3.1828,319,-1
15,72,0,22.69,0,18.605,0,30.174,0,125.7,1235.2,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.5556,19.6,45,936.912,4.24374,294,-1
16,93,0,22.776,0,18.978,0,30.293,0,124.7,1307.3,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.5556,19.6,45,937.014,8.48747,320,-1
17,75,0,25.186,0,21.421,0,46.905,0,96.1,1400.8,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.5556,19.5,45,937.048,4.24374,350,-1
18,68,0,225.8,0,24.695,0,35.743,0,31.4,1687,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.4444,19.4,45,936.946,5.30467,326,-1
19,69,0,24.399,0,20.118,0,34.807,0,113.2,1766.4,SM,22.63703704,DRAGONo,235,Location 1,Free Practice 1,17.4444,19.4,45,936.98,2.12187,295,-1
20,72,2,22.424,0,18.34,0,29.243,2,128.3,1836.4,SM,22.63703704,DRAGONo,235,Location 1,Free Practice 1,17.4444,19.4,45,937.048,4.24374,342,-1
21,69,0,25.446,0,21.129,0,31.841,0,114.5,1914.8,SM,22.63703704,DRAGONo,235,Location 1,Free Practice 1,17.4444,19.3,45,937.048,1.06093,310,-1
22,92,0,22.432,0,18.281,2,29.649,0,127.7,1985.1,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.3889,19.3,45,937.183,8.48747,282,-1
23,134,0,24.54,0,20.216,0,44.658,0,100.5,2074.6,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.3889,19.2,45,937.217,4.24374,314,-1
24,93,0,363.3,0,20.969,0,32.237,0,21.6,2491.1,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.2778,19,45,937.42,1.06093,295,-1
25,93,0,22.248,2,19.273,0,29.848,0,125.9,2562.5,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.2778,19,45,937.454,4.24374,263,-1
26,175,0,25.604,0,22.842,0,32.631,0,110.8,2643.6,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.2778,19,45,937.454,4.24374,285,-1
27,153,0,22.651,0,18.415,0,30.014,0,126.4,2714.6,SM,22.63703704,DRAGONo,250,Location 1,Free Practice 1,17.53836429,19.56428571,45,937.0235714,4.723681429,306.4761905,-1
1,72,0,77.9,0,24.776,0,43.605,0,61.4,146.3,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.7778,20.1,45,936.709,2.12187,330,-1
2,116,0,47.868,0,23.508,0,42.504,0,78.9,260.1,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.7222,20,45,936.811,5.30467,313,-1
3,105,0,25.2,0,21.231,0,31.973,0,114.6,338.5,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.7222,20,45,936.845,3.1828,298,-1
4,166,0,24.406,0,20.408,0,31.565,0,117.6,414.9,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.7222,20,45,936.845,3.1828,297,-1
5,77,0,23.831,0,19.809,0,31.293,0,119.9,489.8,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.7222,20,45,936.845,6.3656,319,-1
6,131,0,23.705,0,19.656,0,31.487,0,120,564.7,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.6667,19.9,45,936.845,3.1828,281,-1
7,105,0,23.661,0,19.573,0,31.365,0,120.4,639.3,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.53836429,19.56428571,45,937.0235714,4.723681429,306.4761905,-1
8,113,0,23.721,0,19.582,0,31.173,0,120.6,713.8,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.6667,19.8,45,936.777,7.42654,300,-1
9,88,0,24.258,0,19.938,0,30.973,0,119.5,788.9,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.6667,19.8,45,936.743,5.30467,307,-1
10,86,0,23.546,0,19.582,0,30.86,0,121.4,862.9,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.6667,19.8,45,936.878,2.12187,296,-1
11,98,0,28.281,0,28.25,0,36.318,0,96.7,955.8,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.6667,19.7,45,936.878,5.30467,321,-1
12,72,0,23.019,0,18.902,0,30.75,0,123.6,1028.4,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.6111,19.6,45,936.878,6.3656,347,-1
13,89,0,26.851,0,24.746,0,39.948,0,98.1,1120,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.6111,19.6,45,936.912,4.24374,329,-1
14,93,0,22.702,0,18.557,0,30.061,0,125.9,1191.3,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.5556,19.6,45,936.912,3.1828,319,-1
15,87,0,25.48,0,21.36,0,35.601,0,109,1273.8,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.5556,19.6,45,937.014,8.48747,320,-1
16,87,0,22.695,0,19.059,0,40.749,0,108.9,1356.3,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.5556,19.5,45,937.014,3.1828,287,-1
17,83,0,372.7,0,26.666,0,35.802,0,20.6,1791.5,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.4444,19.4,45,936.98,2.12187,295,-1
18,103,0,26.073,0,24.196,0,42.519,0,96.8,1884.3,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.4444,19.3,45,937.048,1.06093,310,-1
19,74,0,24.691,0,21.594,0,44.056,0,99.4,1974.6,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.3889,19.3,45,937.149,5.30467,328,-1
20,74,0,509.5,0,23.305,0,33.997,0,15.8,2541.4,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.2778,19,45,937.454,4.24374,263,-1
21,72,0,28.642,0,23.786,0,32.808,0,105.4,2626.6,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.53836429,19.56428571,45,937.0235714,4.723681429,306.4761905,-1
22,93,2,22.473,2,18.205,2,29.446,2,128.1,2696.7,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.2778,19,45,937.454,4.24374,285,-1
23,71,0,26.236,0,19.993,0,30.712,0,116.7,2773.7,NN,39.43913043,ROK ,250,Location 1,Free Practice 1,17.53836429,19.56428571,45,937.0235714,4.723681429,306.4761905,-1
1,88,0,81.6,0,24.151,0,46.042,0,59.2,151.8,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.7778,20.1,45,936.709,2.12187,330,-1
2,98,0,44.981,0,22.551,0,35.308,0,87.3,254.6,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.7222,20,45,936.811,5.30467,313,-1
3,85,0,25.201,0,20.556,0,31.784,0,115.8,332.2,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.7222,20,45,936.845,3.1828,298,-1
4,106,0,24.401,0,20.154,0,31.468,0,118.1,408.2,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.7222,20,45,936.845,3.1828,297,-1
5,144,0,24.323,0,20.507,0,31.911,0,117,485,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.7222,20,45,936.845,6.3656,319,-1
6,112,0,24.177,0,19.931,0,31.316,0,119.1,560.4,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.6667,19.9,45,936.845,3.1828,281,-1
7,106,0,24.063,0,19.759,0,31.324,0,119.5,635.5,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.53836429,19.56428571,45,937.0235714,4.723681429,306.4761905,-1
8,107,0,23.956,0,19.817,0,31.561,0,119.2,710.9,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.6667,19.8,45,936.777,7.42654,300,-1
9,86,0,26.316,0,23.711,0,34.441,0,106.3,795.3,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.6667,19.8,45,936.743,5.30467,307,-1
10,104,0,23.459,0,19.448,0,30.878,0,121.7,869.1,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.6667,19.8,45,936.878,2.12187,296,-1
11,152,0,23.446,0,21.742,0,31.358,0,117.3,945.7,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.6667,19.7,45,936.878,5.30467,321,-1
12,122,0,23.199,0,19.029,0,30.334,0,123.8,1018.2,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.6111,19.7,45,936.912,3.1828,344,-1
13,103,0,23.421,0,19.618,0,118,0,55.8,1179.2,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.5556,19.6,45,936.912,3.1828,319,-1
14,96,0,39.563,0,22.421,0,34.024,0,93.6,1275.2,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.5556,19.6,45,937.014,8.48747,320,-1
15,71,0,25.034,0,20.204,0,32.193,0,116,1352.7,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.5556,19.5,45,937.014,3.1828,287,-1
16,137,0,23.07,0,18.854,0,30.217,0,124.5,1424.8,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.5556,19.5,45,937.048,4.24374,350,-1
17,102,0,22.8,0,18.879,0,30.37,0,124.7,1496.9,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.5,19.5,45,937.014,5.30467,243,-1
18,88,0,22.907,0,19.129,0,30.362,0,124.1,1569.3,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.5,19.5,45,936.98,10.6093,267,-1
19,106,0,28.165,0,24.719,0,36.87,0,100.1,1659,OTUR,20.5,NIO ,235,Location 1,Free Practice 1,17.53836429,19.56428571,45,937.0235714,4.723681429,306.4761905,-1
20,85,0,22.715,0,18.422,0,29.511,0,127.1,1729.7,OTUR,20.5,NIO ,235,Location 1,Free Practice 1,17.4444,19.4,45,936.946,5.30467,326,-1
21,72,0,26.968,0,21.836,0,441,0,18.3,2219.5,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.3333,19.2,45,937.386,6.3656,314,-1
22,118,0,38.354,0,25.614,0,33.611,0,92,2317.1,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.3333,19.1,45,937.42,2.12187,297,-1
23,86,0,25.342,0,21.631,0,36.708,0,107.3,2400.7,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.2778,19.1,45,937.454,4.24374,300,-1
24,77,2,22.499,2,18.384,2,29.205,2,128.2,2470.8,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.2778,19,45,937.42,1.06093,295,-1
25,145,0,25.583,0,20.439,0,31.193,0,116.3,2548,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.2778,19,45,937.454,4.24374,263,-1
26,107,0,23.204,0,19.853,0,30.911,0,121.4,2622,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.53836429,19.56428571,45,937.0235714,4.723681429,306.4761905,-1
27,109,0,23.284,0,19.329,0,30.783,0,122.4,2695.4,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.2778,19,45,937.454,4.24374,285,-1
28,98,0,23.341,0,19.661,0,30.916,0,121.5,2769.3,OTUR,20.5,NIO ,250,Location 1,Free Practice 1,17.53836429,19.56428571,45,937.0235714,4.723681429,306.4761905,-1
1,72,0,82.2,0,23.915,0,46.603,0,58.8,152.8,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.7778,20.1,45,936.709,2.12187,330,-1
2,89,0,44.456,0,22.696,0,33.175,0,89.5,253.1,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.7222,20,45,936.811,5.30467,313,-1
3,104,0,25.236,0,20.813,0,31.645,0,115.6,330.8,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.7222,20,45,936.845,3.1828,298,-1
4,119,0,24.553,0,20.613,0,31.386,0,117.3,407.3,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.7222,20,45,936.845,3.1828,297,-1
5,109,0,24.278,0,20.107,0,31.233,0,118.8,482.9,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.7222,20,45,936.845,6.3656,319,-1
6,119,0,24.124,0,19.774,0,31.141,0,119.7,558,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.6667,19.9,45,936.845,3.1828,281,-1
7,152,0,24.09,0,19.67,0,31.479,0,119.4,633.2,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.53836429,19.56428571,45,937.0235714,4.723681429,306.4761905,-1
8,90,0,24.521,0,19.69,0,31.607,0,118.5,709,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.6667,19.8,45,936.777,7.42654,300,-1
9,93,0,23.882,0,19.698,0,31.535,0,119.6,784.2,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.6667,19.8,45,936.743,5.30467,307,-1
10,110,0,23.864,0,19.771,0,31.344,0,119.8,859.1,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.6667,19.8,45,936.878,2.12187,296,-1
11,121,0,23.748,0,19.479,0,31.17,0,120.7,933.5,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.6667,19.7,45,936.878,5.30467,321,-1
12,74,0,23.573,0,19.338,0,30.769,0,121.9,1007.2,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.6111,19.7,45,936.912,3.1828,344,-1
13,78,0,23.913,0,19.619,0,80.6,0,72.4,1131.3,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.6111,19.6,45,936.912,4.24374,329,-1
14,100,0,39,0,22.957,0,33.179,0,94.4,1226.5,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.5556,19.6,45,936.912,4.24374,294,-1
15,102,0,24.416,0,19.929,0,32.342,0,117.1,1303.1,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.5556,19.6,45,937.014,8.48747,320,-1
16,126,0,23.536,0,19.593,0,30.268,0,122.4,1376.5,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.5556,19.5,45,937.014,3.1828,287,-1
17,97,0,22.954,0,18.927,0,30.071,0,124.8,1448.5,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.5,19.5,45,937.014,5.30467,243,-1
18,123,0,23.193,0,19.433,0,34.154,0,117,1525.3,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.5,19.5,45,936.912,3.1828,317,-1
19,87,0,23.637,0,20.294,0,31.996,0,118.3,1601.2,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.5,19.5,45,936.98,10.6093,267,-1
20,84,0,22.917,0,19.029,0,30.022,0,124.8,1673.2,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.53836429,19.56428571,45,937.0235714,4.723681429,306.4761905,-1
21,84,0,25.569,0,24.399,0,38.22,0,101.9,1761.4,TB,16.56896552,NIOO,235,Location 1,Free Practice 1,17.4444,19.4,45,936.98,2.12187,295,-1
22,107,0,22.69,0,18.596,0,29.482,0,126.9,1832.1,TB,16.56896552,NIOO,235,Location 1,Free Practice 1,17.4444,19.4,45,937.048,4.24374,342,-1
23,69,0,25.562,0,21.7,0,43.448,0,99,1922.8,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.3889,19.3,45,937.149,5.30467,328,-1
24,110,0,23.452,0,18.954,0,30.179,0,123.7,1995.4,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.3889,19.3,45,937.183,8.48747,282,-1
25,95,0,26.005,0,20.793,0,375.4,0,21.3,2417.6,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.2778,19.1,45,937.454,4.24374,300,-1
26,114,0,38.994,0,22.655,0,35.355,0,92.6,2514.6,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.2778,19,45,937.42,1.06093,295,-1
27,86,0,25.139,0,22.515,0,34.535,0,109.3,2596.8,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.53836429,19.56428571,45,937.0235714,4.723681429,306.4761905,-1
28,90,2,22.35,2,18.295,2,29.119,2,128.7,2666.6,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.2778,19,45,937.454,4.24374,285,-1
29,133,0,26.521,0,21.778,0,33.114,0,110.3,2748,TB,16.56896552,NIOO,250,Location 1,Free Practice 1,17.53836429,19.56428571,45,937.0235714,4.723681429,306.4761905,-1
1,110,0,57.205,0,25.112,0,40.249,0,73.3,122.6,AL,29.56,MAHINDRAd,250,Location 1,Free Practice 1,17.7778,20.1,45,936.709,2.12187,330,-1
2,71,0,44.92,0,36.772,0,35.305,0,76.8,239.6,AL,29.56,MAHINDRAd,250,Location 1,Free Practice 1,17.7778,20.1,45,936.777,6.3656,315,-1
3,92,0,24.767,0,20.935,0,32.482,0,114.9,317.7,AL,29.56,MAHINDRAd,250,Location 1,Free Practice 1,17.7222,20,45,936.845,3.1828,298,-1
4,104,0,24.385,0,19.909,0,31.599,0,118.4,393.6,AL,29.56,MAHINDRAd,250,Location 1,Free Practice 1,17.7222,20,45,936.845,3.1828,297,-1
5,84,0,23.993,0,19.947,0,31.332,0,119.3,468.9,AL,29.56,MAHINDRAd,250,Location 1,Free Practice 1,17.7222,20,45,936.845,6.3656,284,-1
6,81,0,23.829,0,19.424,0,31.025,0,120.9,543.2,AL,29.56,MAHINDRAd,250,Location 1,Free Practice 1,17.6667,19.9,45,936.845,3.1828,281,-1
7,159,0,25.298,0,22.652,0,38.182,0,104.3,629.3,AL,29.56,MAHINDRAd,250,Location 1,Free Practice 1,17.53836429,19.56428571,45,937.0235714,4.723681429,306.4761905,-1
